id,activity_id,project_id,name,unit,quantity,unit_price,unit_cost,total_price,total_cost,margin_pct,currency
boq_00044,act_001_13,proj_001,Teak Wood Panels Grade A,sqm,30,9937,6956,298110,208680,30.0,INR
boq_00045,act_001_13,proj_001,Pre-hung Door Sets,unit,8,6929,4850,55432,38800,30.0,INR
boq_00046,act_001_13,proj_001,Modular Kitchen Framework,lumpsum,1,21692,15184,21692,15184,30.0,INR
boq_00047,act_001_13,proj_001,Cabinet Hardware Premium Set,set,2,3238,2267,6476,4534,30.0,INR
boq_00048,act_001_14,proj_001,EWC Rimless Toilet Suite,unit,4,8415,5890,33660,23560,30.0,INR
boq_00049,act_001_14,proj_001,Concealed Cistern,unit,4,3914,2740,15656,10960,30.0,INR
boq_00050,act_001_14,proj_001,Basin & Pedestal Set,unit,4,3758,2631,15032,10524,30.0,INR
boq_00051,act_001_14,proj_001,CP Fittings Set (Taps/Showers),set,4,5698,3989,22792,15956,30.0,INR
boq_00052,act_001_15,proj_001,Snagging Rectification Labour,lumpsum,1,4940,3458,4940,3458,30.0,INR
boq_00053,act_001_15,proj_001,As-Built Drawings & O&M Manual,set,1,3081,2157,3081,2157,30.0,INR
boq_00054,act_001_15,proj_001,Defect Liability Retention,lumpsum,1,8120,0,8120,0,100.0,INR
boq_00055,act_002_01,proj_002,Site Survey & Layout,lumpsum,1,3266,2286,3266,2286,30.0,INR
boq_00056,act_002_01,proj_002,Temporary Site Office Setup,lumpsum,1,7824,5477,7824,5477,30.0,INR
boq_00057,act_002_01,proj_002,Safety Hoarding & Signage,lumpsum,1,2156,1509,2156,1509,30.0,INR
boq_00058,act_002_02,proj_002,Demolition Labour & Equipment,lumpsum,1,12804,8963,12804,8963,30.0,INR
boq_00059,act_002_02,proj_002,Debris Removal & Disposal,trip,6,5637,3946,33822,23676,30.0,INR
boq_00060,act_002_02,proj_002,Asbestos Survey & Removal,sqm,30,3884,2719,116520,81570,30.0,INR
boq_00061,act_002_03,proj_002,Reinforced Concrete M30,m3,15,10194,7135,152910,107025,30.0,INR
boq_00062,act_002_03,proj_002,Steel Rebar TMT 12mm,tonne,6,3713,2599,22278,15594,30.0,INR
boq_00063,act_002_03,proj_002,Shuttering Plywood 19mm,sheets,30,2258,1580,67740,47400,30.0,INR
boq_00064,act_002_03,proj_002,Structural Grouting Compound,bags,20,1822,1275,36440,25500,30.0,INR
boq_00065,act_002_04,proj_002,SBR Waterproofing Membrane,sqm,120,4141,2899,496920,347880,30.0,INR
boq_00066,act_002_04,proj_002,Crystalline Waterproofing Slurry,kg,50,3081,2157,154050,107850,30.0,INR
boq_00067,act_002_04,proj_002,Drainage Board & Filter Fabric,sqm,80,1959,1371,156720,109680,30.0,INR
boq_00068,act_002_05,proj_002,CPVC Pipes 1 inch,meters,180,2884,2019,519120,363420,30.0,INR
boq_00069,act_002_05,proj_002,uPVC Soil Pipes 4 inch,meters,60,1640,1148,98400,68880,30.0,INR
boq_00070,act_002_05,proj_002,GI Fittings Set,set,1,1322,925,1322,925,30.0,INR
boq_00071,act_002_05,proj_002,Water Storage Tank 1000L,unit,2,6936,4855,13872,9710,30.0,INR
boq_00072,act_002_06,proj_002,FR Copper Wire 4 sq mm,meters,250,4410,3087,1102500,771750,30.0,INR
boq_00073,act_002_06,proj_002,MCB Distribution Board 18-way,unit,2,5296,3708,10592,7416,30.0,INR
boq_00074,act_002_06,proj_002,PVC Conduit 25mm,meters,150,1014,710,152100,106500,30.0,INR
boq_00075,act_002_06,proj_002,Switches & Sockets (Modular),set,1,3328,2330,3328,2330,30.0,INR
boq_00076,act_002_07,proj_002,Cassette AC Unit 2 Ton,unit,4,13790,9653,55160,38612,30.0,INR
boq_00077,act_002_07,proj_002,Insulated Ducting,meters,40,4221,2955,168840,118200,30.0,INR
boq_00078,act_002_07,proj_002,AHU Return Air Grilles,unit,12,1683,1178,20196,14136,30.0,INR
boq_00079,act_002_07,proj_002,Refrigerant Copper Pipes,meters,60,2764,1935,165840,116100,30.0,INR
boq_00080,act_002_08,proj_002,Self-Leveling Compound,bags,20,3370,2359,67400,47180,30.0,INR
boq_00081,act_002_08,proj_002,Bonding Agent SBR,liters,30,1357,950,40710,28500,30.0,INR
boq_00082,act_002_08,proj_002,DPM Sheet 250 micron,sqm,200,2119,1483,423800,296600,30.0,INR
boq_00083,act_002_09,proj_002,Vitrified Tiles 800x800mm,sqm,200,7324,5127,1464800,1025400,30.0,INR
boq_00084,act_002_09,proj_002,Ceramic Tiles 300x600mm,sqm,80,4015,2811,321200,224880,30.0,INR
boq_00085,act_002_09,proj_002,Tile Adhesive C2 Grade,bags,40,2207,1545,88280,61800,30.0,INR
boq_00086,act_002_09,proj_002,Tile Grout Mapei,bags,15,647,453,9705,6795,30.0,INR
boq_00087,act_002_09,proj_002,Tile Edge Trim SS,meters,60,395,276,23700,16560,30.1,INR
boq_00088,act_002_10,proj_002,Gypsum Plaster 20mm,bags,50,2712,1898,135600,94900,30.0,INR
boq_00089,act_002_10,proj_002,POP Punning Compound,bags,30,1136,795,34080,23850,30.0,INR
boq_00090,act_002_10,proj_002,Wire Mesh Reinforcement,sqm,100,883,618,88300,61800,30.0,INR
boq_00091,act_002_11,proj_002,Gypsum Board 12.5mm,sqm,150,3373,2361,505950,354150,30.0,INR
boq_00092,act_002_11,proj_002,GI Suspension System,sqm,150,2825,1978,423750,296700,30.0,INR
boq_00093,act_002_11,proj_002,Glass Wool Insulation 50mm,sqm,100,1847,1293,184700,129300,30.0,INR
boq_00094,act_002_12,proj_002,Premium Emulsion Paint,liters,120,3895,2726,467400,327120,30.0,INR
boq_00095,act_002_12,proj_002,Exterior Weather Shield,liters,60,4238,2966,254280,177960,30.0,INR
boq_00096,act_002_12,proj_002,Primer Coat White,liters,60,1474,1032,88440,61920,30.0,INR
boq_00097,act_002_12,proj_002,Putty Filler Wall,kg,40,775,542,31000,21680,30.1,INR
boq_00098,act_002_13,proj_002,Teak Wood Panels Grade A,sqm,30,9234,6464,277020,193920,30.0,INR
boq_00099,act_002_13,proj_002,Pre-hung Door Sets,unit,8,7194,5036,57552,40288,30.0,INR
boq_00100,act_002_13,proj_002,Modular Kitchen Framework,lumpsum,1,20790,14553,20790,14553,30.0,INR
boq_00101,act_002_13,proj_002,Cabinet Hardware Premium Set,set,2,3053,2137,6106,4274,30.0,INR
boq_00102,act_002_14,proj_002,EWC Rimless Toilet Suite,unit,4,8525,5968,34100,23872,30.0,INR
boq_00103,act_002_14,proj_002,Concealed Cistern,unit,4,3914,2740,15656,10960,30.0,INR
boq_00104,act_002_14,proj_002,Basin & Pedestal Set,unit,4,3504,2453,14016,9812,30.0,INR
boq_00105,act_002_14,proj_002,CP Fittings Set (Taps/Showers),set,4,5654,3958,22616,15832,30.0,INR
boq_00106,act_002_15,proj_002,Snagging Rectification Labour,lumpsum,1,4600,3220,4600,3220,30.0,INR
boq_00107,act_002_15,proj_002,As-Built Drawings & O&M Manual,set,1,3129,2190,3129,2190,30.0,INR
boq_00108,act_002_15,proj_002,Defect Liability Retention,lumpsum,1,8632,0,8632,0,100.0,INR
boq_00109,act_003_01,proj_003,Site Survey & Layout,lumpsum,1,3252,2276,3252,2276,30.0,INR
boq_00110,act_003_01,proj_003,Temporary Site Office Setup,lumpsum,1,8176,5723,8176,5723,30.0,INR
boq_00111,act_003_01,proj_003,Safety Hoarding & Signage,lumpsum,1,2077,1454,2077,1454,30.0,INR
boq_00112,act_003_02,proj_003,Demolition Labour & Equipment,lumpsum,1,11880,8316,11880,8316,30.0,INR
boq_00113,act_003_02,proj_003,Debris Removal & Disposal,trip,6,5682,3977,34092,23862,30.0,INR
boq_00114,act_003_02,proj_003,Asbestos Survey & Removal,sqm,30,4104,2873,123120,86190,30.0,INR
boq_00115,act_003_03,proj_003,Reinforced Concrete M30,m3,15,8778,6145,131670,92175,30.0,INR
boq_00116,act_003_03,proj_003,Steel Rebar TMT 12mm,tonne,6,3804,2663,22824,15978,30.0,INR
boq_00117,act_003_03,proj_003,Shuttering Plywood 19mm,sheets,30,2003,1402,60090,42060,30.0,INR
boq_00118,act_003_03,proj_003,Structural Grouting Compound,bags,20,1944,1361,38880,27220,30.0,INR
boq_00119,act_003_04,proj_003,SBR Waterproofing Membrane,sqm,120,4406,3084,528720,370080,30.0,INR
boq_00120,act_003_04,proj_003,Crystalline Waterproofing Slurry,kg,50,3022,2116,151100,105800,30.0,INR
boq_00121,act_003_04,proj_003,Drainage Board & Filter Fabric,sqm,80,2033,1423,162640,113840,30.0,INR
boq_00122,act_003_05,proj_003,CPVC Pipes 1 inch,meters,180,2808,1966,505440,353880,30.0,INR
boq_00123,act_003_05,proj_003,uPVC Soil Pipes 4 inch,meters,60,1662,1164,99720,69840,30.0,INR
boq_00124,act_003_05,proj_003,GI Fittings Set,set,1,1231,862,1231,862,30.0,INR
boq_00125,act_003_05,proj_003,Water Storage Tank 1000L,unit,2,6539,4577,13078,9154,30.0,INR
boq_00126,act_003_06,proj_003,FR Copper Wire 4 sq mm,meters,250,4292,3005,1073000,751250,30.0,INR
boq_00127,act_003_06,proj_003,MCB Distribution Board 18-way,unit,2,5440,3808,10880,7616,30.0,INR
boq_00128,act_003_06,proj_003,PVC Conduit 25mm,meters,150,1092,765,163800,114750,29.9,INR
boq_00129,act_003_06,proj_003,Switches & Sockets (Modular),set,1,3286,2300,3286,2300,30.0,INR
boq_00130,act_003_07,proj_003,Cassette AC Unit 2 Ton,unit,4,13174,9222,52696,36888,30.0,INR
boq_00131,act_003_07,proj_003,Insulated Ducting,meters,40,4280,2996,171200,119840,30.0,INR
boq_00132,act_003_07,proj_003,AHU Return Air Grilles,unit,12,1780,1246,21360,14952,30.0,INR
boq_00133,act_003_07,proj_003,Refrigerant Copper Pipes,meters,60,2751,1926,165060,115560,30.0,INR
boq_00134,act_003_08,proj_003,Self-Leveling Compound,bags,20,3338,2336,66760,46720,30.0,INR
boq_00135,act_003_08,proj_003,Bonding Agent SBR,liters,30,1394,976,41820,29280,30.0,INR
boq_00136,act_003_08,proj_003,DPM Sheet 250 micron,sqm,200,2033,1423,406600,284600,30.0,INR
boq_00137,act_003_09,proj_003,Vitrified Tiles 800x800mm,sqm,200,7753,5427,1550600,1085400,30.0,INR
boq_00138,act_003_09,proj_003,Ceramic Tiles 300x600mm,sqm,80,3914,2740,313120,219200,30.0,INR
boq_00139,act_003_09,proj_003,Tile Adhesive C2 Grade,bags,40,2350,1645,94000,65800,30.0,INR
boq_00140,act_003_09,proj_003,Tile Grout Mapei,bags,15,642,449,9630,6735,30.1,INR
boq_00141,act_003_09,proj_003,Tile Edge Trim SS,meters,60,374,262,22440,15720,29.9,INR
boq_00142,act_003_10,proj_003,Gypsum Plaster 20mm,bags,50,2553,1787,127650,89350,30.0,INR
boq_00143,act_003_10,proj_003,POP Punning Compound,bags,30,1066,746,31980,22380,30.0,INR
boq_00144,act_003_10,proj_003,Wire Mesh Reinforcement,sqm,100,967,677,96700,67700,30.0,INR
boq_00145,act_003_11,proj_003,Gypsum Board 12.5mm,sqm,150,3468,2428,520200,364200,30.0,INR
boq_00146,act_003_11,proj_003,GI Suspension System,sqm,150,2638,1846,395700,276900,30.0,INR
boq_00147,act_003_11,proj_003,Glass Wool Insulation 50mm,sqm,100,1761,1233,176100,123300,30.0,INR
boq_00148,act_003_12,proj_003,Premium Emulsion Paint,liters,120,3960,2772,475200,332640,30.0,INR
boq_00149,act_003_12,proj_003,Exterior Weather Shield,liters,60,4234,2964,254040,177840,30.0,INR
boq_00150,act_003_12,proj_003,Primer Coat White,liters,60,1494,1046,89640,62760,30.0,INR
boq_00151,act_003_12,proj_003,Putty Filler Wall,kg,40,703,492,28120,19680,30.0,INR
boq_00152,act_003_13,proj_003,Teak Wood Panels Grade A,sqm,30,9224,6457,276720,193710,30.0,INR
boq_00153,act_003_13,proj_003,Pre-hung Door Sets,unit,8,6732,4712,53856,37696,30.0,INR
boq_00154,act_003_13,proj_003,Modular Kitchen Framework,lumpsum,1,21098,14769,21098,14769,30.0,INR
boq_00155,act_003_13,proj_003,Cabinet Hardware Premium Set,set,2,3130,2191,6260,4382,30.0,INR
boq_00156,act_003_14,proj_003,EWC Rimless Toilet Suite,unit,4,7981,5587,31924,22348,30.0,INR
boq_00157,act_003_14,proj_003,Concealed Cistern,unit,4,4179,2925,16716,11700,30.0,INR
boq_00158,act_003_14,proj_003,Basin & Pedestal Set,unit,4,3792,2655,15168,10620,30.0,INR
boq_00159,act_003_14,proj_003,CP Fittings Set (Taps/Showers),set,4,5924,4146,23696,16584,30.0,INR
boq_00160,act_003_15,proj_003,Snagging Rectification Labour,lumpsum,1,5175,3622,5175,3622,30.0,INR
boq_00161,act_003_15,proj_003,As-Built Drawings & O&M Manual,set,1,2778,1945,2778,1945,30.0,INR
boq_00162,act_003_15,proj_003,Defect Liability Retention,lumpsum,1,7408,0,7408,0,100.0,INR
boq_00163,act_004_01,proj_004,Site Survey & Layout,lumpsum,1,3353,2347,3353,2347,30.0,INR
boq_00164,act_004_01,proj_004,Temporary Site Office Setup,lumpsum,1,7528,5270,7528,5270,30.0,INR
boq_00165,act_004_01,proj_004,Safety Hoarding & Signage,lumpsum,1,2224,1557,2224,1557,30.0,INR
boq_00166,act_004_02,proj_004,Demolition Labour & Equipment,lumpsum,1,12396,8677,12396,8677,30.0,INR
boq_00167,act_004_02,proj_004,Debris Removal & Disposal,trip,6,5720,4004,34320,24024,30.0,INR
boq_00168,act_004_02,proj_004,Asbestos Survey & Removal,sqm,30,4060,2842,121800,85260,30.0,INR
boq_00169,act_004_03,proj_004,Reinforced Concrete M30,m3,15,9452,6617,141780,99255,30.0,INR
boq_00170,act_004_03,proj_004,Steel Rebar TMT 12mm,tonne,6,3751,2625,22506,15750,30.0,INR
boq_00171,act_004_03,proj_004,Shuttering Plywood 19mm,sheets,30,2234,1564,67020,46920,30.0,INR
boq_00172,act_004_03,proj_004,Structural Grouting Compound,bags,20,1841,1289,36820,25780,30.0,INR
boq_00173,act_004_04,proj_004,SBR Waterproofing Membrane,sqm,120,4490,3143,538800,377160,30.0,INR
boq_00174,act_004_04,proj_004,Crystalline Waterproofing Slurry,kg,50,3202,2242,160100,112100,30.0,INR
boq_00175,act_004_04,proj_004,Drainage Board & Filter Fabric,sqm,80,1932,1353,154560,108240,30.0,INR
boq_00176,act_004_05,proj_004,CPVC Pipes 1 inch,meters,180,2800,1960,504000,352800,30.0,INR
boq_00177,act_004_05,proj_004,uPVC Soil Pipes 4 inch,meters,60,1602,1121,96120,67260,30.0,INR
boq_00178,act_004_05,proj_004,GI Fittings Set,set,1,1230,861,1230,861,30.0,INR
boq_00179,act_004_05,proj_004,Water Storage Tank 1000L,unit,2,6142,4300,12284,8600,30.0,INR
boq_00180,act_004_06,proj_004,FR Copper Wire 4 sq mm,meters,250,4124,2887,1031000,721750,30.0,INR
boq_00181,act_004_06,proj_004,MCB Distribution Board 18-way,unit,2,5748,4023,11496,8046,30.0,INR
boq_00182,act_004_06,proj_004,PVC Conduit 25mm,meters,150,1148,804,172200,120600,30.0,INR
boq_00183,act_004_06,proj_004,Switches & Sockets (Modular),set,1,3078,2155,3078,2155,30.0,INR
boq_00184,act_004_07,proj_004,Cassette AC Unit 2 Ton,unit,4,13664,9565,54656,38260,30.0,INR
boq_00185,act_004_07,proj_004,Insulated Ducting,meters,40,4486,3141,179440,125640,30.0,INR
boq_00186,act_004_07,proj_004,AHU Return Air Grilles,unit,12,1899,1329,22788,15948,30.0,INR
boq_00187,act_004_07,proj_004,Refrigerant Copper Pipes,meters,60,2506,1754,150360,105240,30.0,INR
boq_00188,act_004_08,proj_004,Self-Leveling Compound,bags,20,3021,2115,60420,42300,30.0,INR
boq_00189,act_004_08,proj_004,Bonding Agent SBR,liters,30,1333,933,39990,27990,30.0,INR
boq_00190,act_004_08,proj_004,DPM Sheet 250 micron,sqm,200,2010,1407,402000,281400,30.0,INR
boq_00191,act_004_09,proj_004,Vitrified Tiles 800x800mm,sqm,200,7504,5253,1500800,1050600,30.0,INR
boq_00192,act_004_09,proj_004,Ceramic Tiles 300x600mm,sqm,80,4263,2984,341040,238720,30.0,INR
boq_00193,act_004_09,proj_004,Tile Adhesive C2 Grade,bags,40,2072,1451,82880,58040,30.0,INR
boq_00194,act_004_09,proj_004,Tile Grout Mapei,bags,15,696,487,10440,7305,30.0,INR
boq_00195,act_004_09,proj_004,Tile Edge Trim SS,meters,60,351,246,21060,14760,29.9,INR
boq_00196,act_004_10,proj_004,Gypsum Plaster 20mm,bags,50,2569,1798,128450,89900,30.0,INR
boq_00197,act_004_10,proj_004,POP Punning Compound,bags,30,1090,763,32700,22890,30.0,INR
boq_00198,act_004_10,proj_004,Wire Mesh Reinforcement,sqm,100,949,664,94900,66400,30.0,INR
boq_00199,act_004_11,proj_004,Gypsum Board 12.5mm,sqm,150,3526,2468,528900,370200,30.0,INR
boq_00200,act_004_11,proj_004,GI Suspension System,sqm,150,2632,1842,394800,276300,30.0,INR
boq_00201,act_004_11,proj_004,Glass Wool Insulation 50mm,sqm,100,1904,1333,190400,133300,30.0,INR
boq_00202,act_004_12,proj_004,Premium Emulsion Paint,liters,120,3633,2543,435960,305160,30.0,INR
boq_00203,act_004_12,proj_004,Exterior Weather Shield,liters,60,4255,2978,255300,178680,30.0,INR
boq_00204,act_004_12,proj_004,Primer Coat White,liters,60,1445,1011,86700,60660,30.0,INR
boq_00205,act_004_12,proj_004,Putty Filler Wall,kg,40,689,482,27560,19280,30.0,INR
boq_00206,act_004_13,proj_004,Teak Wood Panels Grade A,sqm,30,9262,6484,277860,194520,30.0,INR
boq_00207,act_004_13,proj_004,Pre-hung Door Sets,unit,8,7283,5098,58264,40784,30.0,INR
boq_00208,act_004_13,proj_004,Modular Kitchen Framework,lumpsum,1,20306,14214,20306,14214,30.0,INR
boq_00209,act_004_13,proj_004,Cabinet Hardware Premium Set,set,2,2957,2070,5914,4140,30.0,INR
boq_00210,act_004_14,proj_004,EWC Rimless Toilet Suite,unit,4,9163,6414,36652,25656,30.0,INR
boq_00211,act_004_14,proj_004,Concealed Cistern,unit,4,4078,2855,16312,11420,30.0,INR
boq_00212,act_004_14,proj_004,Basin & Pedestal Set,unit,4,3838,2687,15352,10748,30.0,INR
boq_00213,act_004_14,proj_004,CP Fittings Set (Taps/Showers),set,4,5742,4019,22968,16076,30.0,INR
boq_00214,act_004_15,proj_004,Snagging Rectification Labour,lumpsum,1,5235,3664,5235,3664,30.0,INR
boq_00215,act_004_15,proj_004,As-Built Drawings & O&M Manual,set,1,3066,2146,3066,2146,30.0,INR
boq_00216,act_004_15,proj_004,Defect Liability Retention,lumpsum,1,7448,0,7448,0,100.0,INR
boq_00217,act_005_01,proj_005,Site Survey & Layout,lumpsum,1,3318,2323,3318,2323,30.0,INR
boq_00218,act_005_01,proj_005,Temporary Site Office Setup,lumpsum,1,8368,5858,8368,5858,30.0,INR
boq_00219,act_005_01,proj_005,Safety Hoarding & Signage,lumpsum,1,2332,1632,2332,1632,30.0,INR
boq_00220,act_005_02,proj_005,Demolition Labour & Equipment,lumpsum,1,12672,8870,12672,8870,30.0,INR
boq_00221,act_005_02,proj_005,Debris Removal & Disposal,trip,6,5269,3688,31614,22128,30.0,INR
boq_00222,act_005_02,proj_005,Asbestos Survey & Removal,sqm,30,4184,2929,125520,87870,30.0,INR
boq_00223,act_005_03,proj_005,Reinforced Concrete M30,m3,15,10127,7089,151905,106335,30.0,INR
boq_00224,act_005_03,proj_005,Steel Rebar TMT 12mm,tonne,6,3815,2671,22890,16026,30.0,INR
boq_00225,act_005_03,proj_005,Shuttering Plywood 19mm,sheets,30,2165,1516,64950,45480,30.0,INR
boq_00226,act_005_03,proj_005,Structural Grouting Compound,bags,20,1683,1178,33660,23560,30.0,INR
boq_00227,act_005_04,proj_005,SBR Waterproofing Membrane,sqm,120,4502,3152,540240,378240,30.0,INR
boq_00228,act_005_04,proj_005,Crystalline Waterproofing Slurry,kg,50,3258,2281,162900,114050,30.0,INR
boq_00229,act_005_04,proj_005,Drainage Board & Filter Fabric,sqm,80,1965,1375,157200,110000,30.0,INR
boq_00230,act_005_05,proj_005,CPVC Pipes 1 inch,meters,180,2724,1907,490320,343260,30.0,INR
boq_00231,act_005_05,proj_005,uPVC Soil Pipes 4 inch,meters,60,1587,1111,95220,66660,30.0,INR
boq_00232,act_005_05,proj_005,GI Fittings Set,set,1,1332,933,1332,933,30.0,INR
boq_00233,act_005_05,proj_005,Water Storage Tank 1000L,unit,2,6396,4477,12792,8954,30.0,INR
boq_00234,act_005_06,proj_005,FR Copper Wire 4 sq mm,meters,250,4204,2943,1051000,735750,30.0,INR
boq_00235,act_005_06,proj_005,MCB Distribution Board 18-way,unit,2,5527,3869,11054,7738,30.0,INR
boq_00236,act_005_06,proj_005,PVC Conduit 25mm,meters,150,1122,785,168300,117750,30.0,INR
boq_00237,act_005_06,proj_005,Switches & Sockets (Modular),set,1,3274,2292,3274,2292,30.0,INR
boq_00238,act_005_07,proj_005,Cassette AC Unit 2 Ton,unit,4,14812,10368,59248,41472,30.0,INR
boq_00239,act_005_07,proj_005,Insulated Ducting,meters,40,4401,3081,176040,123240,30.0,INR
boq_00240,act_005_07,proj_005,AHU Return Air Grilles,unit,12,1683,1178,20196,14136,30.0,INR
boq_00241,act_005_07,proj_005,Refrigerant Copper Pipes,meters,60,2681,1876,160860,112560,30.0,INR
boq_00242,act_005_08,proj_005,Self-Leveling Compound,bags,20,2963,2074,59260,41480,30.0,INR
boq_00243,act_005_08,proj_005,Bonding Agent SBR,liters,30,1308,915,39240,27450,30.0,INR
boq_00244,act_005_08,proj_005,DPM Sheet 250 micron,sqm,200,2213,1549,442600,309800,30.0,INR
boq_00245,act_005_09,proj_005,Vitrified Tiles 800x800mm,sqm,200,7621,5334,1524200,1066800,30.0,INR
boq_00246,act_005_09,proj_005,Ceramic Tiles 300x600mm,sqm,80,4301,3011,344080,240880,30.0,INR
boq_00247,act_005_09,proj_005,Tile Adhesive C2 Grade,bags,40,2099,1469,83960,58760,30.0,INR
boq_00248,act_005_09,proj_005,Tile Grout Mapei,bags,15,604,423,9060,6345,30.0,INR
boq_00249,act_005_09,proj_005,Tile Edge Trim SS,meters,60,359,251,21540,15060,30.1,INR
boq_00250,act_005_10,proj_005,Gypsum Plaster 20mm,bags,50,2779,1946,138950,97300,30.0,INR
boq_00251,act_005_10,proj_005,POP Punning Compound,bags,30,1047,733,31410,21990,30.0,INR
boq_00252,act_005_10,proj_005,Wire Mesh Reinforcement,sqm,100,901,630,90100,63000,30.1,INR
boq_00253,act_005_11,proj_005,Gypsum Board 12.5mm,sqm,150,3318,2323,497700,348450,30.0,INR
boq_00254,act_005_11,proj_005,GI Suspension System,sqm,150,2582,1807,387300,271050,30.0,INR
boq_00255,act_005_11,proj_005,Glass Wool Insulation 50mm,sqm,100,2008,1406,200800,140600,30.0,INR
boq_00256,act_005_12,proj_005,Premium Emulsion Paint,liters,120,3998,2798,479760,335760,30.0,INR
